Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2014;28.88
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2013;26.2
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2012;25.94
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2011;20.66
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2010;16.95
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2009;18.11
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2008;13.71
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2007;3.3
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: Unión Europea;2006;9.91
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2021;30.3
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2020;31.68
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2019;23.63
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2018;28.87
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2017;33.87
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2016;33.48
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2015;42.38
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2014;43.6
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2013;47.46
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2012;38.3
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2011;30.79
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2010;26.25
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2009;26.05
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2008;16.99
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2007;9.01
Ambos sexos;15 Navarra. Comunidad Foral de;Extranjera: No pertenecientes a la Unión Europea;2006;11.5
Ambos sexos;16 País Vasco;Total;2021;9.82
Ambos sexos;16 País Vasco;Total;2020;9.54
Ambos sexos;16 País Vasco;Total;2019;9.15
Ambos sexos;16 País Vasco;Total;2018;9.97
Ambos sexos;16 País Vasco;Total;2017;11.31
Ambos sexos;16 País Vasco;Total;2016;12.59
Ambos sexos;16 País Vasco;Total;2015;14.78
Ambos sexos;16 País Vasco;Total;2014;16.33
Ambos sexos;16 País Vasco;Total;2013;16.58
Ambos sexos;16 País Vasco;Total;2012;15.6
Ambos sexos;16 País Vasco;Total;2011;12.35
Ambos sexos;16 País Vasco;Total;2010;10.69
Ambos sexos;16 País Vasco;Total;2009;11.34
Ambos sexos;16 País Vasco;Total;2008;6.63
Ambos sexos;16 País Vasco;Total;2007;6.22
Ambos sexos;16 País Vasco;Total;2006;7.16
Ambos sexos;16 País Vasco;Española;2021;8.85
Ambos sexos;16 País Vasco;Española;2020;8.59
Ambos sexos;16 País Vasco;Española;2019;7.73
Ambos sexos;16 País Vasco;Española;2018;8.72
Ambos sexos;16 País Vasco;Española;2017;9.86
Ambos sexos;16 País Vasco;Española;2016;11.27
Ambos sexos;16 País Vasco;Española;2015;13.38
Ambos sexos;16 País Vasco;Española;2014;14.67
Ambos sexos;16 País Vasco;Española;2013;14.88
Ambos sexos;16 País Vasco;Española;2012;13.65
Ambos sexos;16 País Vasco;Española;2011;10.95
Ambos sexos;16 País Vasco;Española;2010;9.54
Ambos sexos;16 País Vasco;Española;2009;10.07
Ambos sexos;16 País Vasco;Española;2008;5.76
Ambos sexos;16 País Vasco;Española;2007;5.45
Ambos sexos;16 País Vasco;Española;2006;6.53
Ambos sexos;16 País Vasco;Extranjera: Total;2021;21.65
Ambos sexos;16 País Vasco;Extranjera: Total;2020;20.81
Ambos sexos;16 País Vasco;Extranjera: Total;2019;26.96
Ambos sexos;16 País Vasco;Extranjera: Total;2018;26.74
Ambos sexos;16 País Vasco;Extranjera: Total;2017;31.66
Ambos sexos;16 País Vasco;Extranjera: Total;2016;31.74
Ambos sexos;16 País Vasco;Extranjera: Total;2015;34.43
Ambos sexos;16 País Vasco;Extranjera: Total;2014;40.11
Ambos sexos;16 País Vasco;Extranjera: Total;2013;37.61
Ambos sexos;16 País Vasco;Extranjera: Total;2012;37.01
Ambos sexos;16 País Vasco;Extranjera: Total;2011;26.75
Ambos sexos;16 País Vasco;Extranjera: Total;2010;22.37
Ambos sexos;16 País Vasco;Extranjera: Total;2009;24.9
Ambos sexos;16 País Vasco;Extranjera: Total;2008;16.33
Ambos sexos;16 País Vasco;Extranjera: Total;2007;16.43
Ambos sexos;16 País Vasco;Extranjera: Total;2006;17.13
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2021;14.18
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2020;10.33
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2019;15.4
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2018;16.9
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2017;22.21
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2016;17.47
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2015;17.69
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2014;20.36
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2013;32.3
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2012;19.37
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2011;17.24
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2010;17.03
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2009;24.51
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2008;17.68
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2007;12.73
Ambos sexos;16 País Vasco;Extranjera: Unión Europea;2006;6.32
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2021;24
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2020;24.98
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2019;30.95
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2018;30.33
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2017;34.89
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2016;38.14
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2015;41.89
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2014;46.97
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2013;38.95
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2012;41.48
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2011;29.29
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2010;23.49
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2009;25.06
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2008;15.66
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2007;18.89
Ambos sexos;16 País Vasco;Extranjera: No pertenecientes a la Unión Europea;2006;18.68
Ambos sexos;17 Rioja. La;Total;2021;11.52
Ambos sexos;17 Rioja. La;Total;2020;10.8
Ambos sexos;17 Rioja. La;Total;2019;9.96
Ambos sexos;17 Rioja. La;Total;2018;10.4
Ambos sexos;17 Rioja. La;Total;2017;12
Ambos sexos;17 Rioja. La;Total;2016;13.55
Ambos sexos;17 Rioja. La;Total;2015;15.39
Ambos sexos;17 Rioja. La;Total;2014;18.16
Ambos sexos;17 Rioja. La;Total;2013;20.04
Ambos sexos;17 Rioja. La;Total;2012;20.58
Ambos sexos;17 Rioja. La;Total;2011;17.21
Ambos sexos;17 Rioja. La;Total;2010;14.15
Ambos sexos;17 Rioja. La;Total;2009;12.64
Ambos sexos;17 Rioja. La;Total;2008;7.9
Ambos sexos;17 Rioja. La;Total;2007;5.77
Ambos sexos;17 Rioja. La;Total;2006;6.11
Ambos sexos;17 Rioja. La;Española;2021;9.85
Ambos sexos;17 Rioja. La;Española;2020;9.15
Ambos sexos;17 Rioja. La;Española;2019;8.39
Ambos sexos;17 Rioja. La;Española;2018;9.13
Ambos sexos;17 Rioja. La;Española;2017;10.75
Ambos sexos;17 Rioja. La;Española;2016;12.22
Ambos sexos;17 Rioja. La;Española;2015;12.94
Ambos sexos;17 Rioja. La;Española;2014;15.7
Ambos sexos;17 Rioja. La;Española;2013;17.26
Ambos sexos;17 Rioja. La;Española;2012;16.5
Ambos sexos;17 Rioja. La;Española;2011;13.34
Ambos sexos;17 Rioja. La;Española;2010;10.8
Ambos sexos;17 Rioja. La;Española;2009;9.1
Ambos sexos;17 Rioja. La;Española;2008;5.62
Ambos sexos;17 Rioja. La;Española;2007;4.55
Ambos sexos;17 Rioja. La;Española;2006;4.83
Ambos sexos;17 Rioja. La;Extranjera: Total;2021;21.21
Ambos sexos;17 Rioja. La;Extranjera: Total;2020;19.57
Ambos sexos;17 Rioja. La;Extranjera: Total;2019;19.53
Ambos sexos;17 Rioja. La;Extranjera: Total;2018;18.29
Ambos sexos;17 Rioja. La;Extranjera: Total;2017;20.41
Ambos sexos;17 Rioja. La;Extranjera: Total;2016;22.79
Ambos sexos;17 Rioja. La;Extranjera: Total;2015;31.81
Ambos sexos;17 Rioja. La;Extranjera: Total;2014;34.49
Ambos sexos;17 Rioja. La;Extranjera: Total;2013;35.8
Ambos sexos;17 Rioja. La;Extranjera: Total;2012;39.84
Ambos sexos;17 Rioja. La;Extranjera: Total;2011;36.02
Ambos sexos;17 Rioja. La;Extranjera: Total;2010;30
Ambos sexos;17 Rioja. La;Extranjera: Total;2009;29.16
Ambos sexos;17 Rioja. La;Extranjera: Total;2008;18.32
Ambos sexos;17 Rioja. La;Extranjera: Total;2007;11.83
Ambos sexos;17 Rioja. La;Extranjera: Total;2006;13.06
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2021;17.06
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2020;16.92
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2019;12.53
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2018;16.5
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2017;13.28
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2016;15.13
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2015;27.1
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2014;31.5
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2013;36.92
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2012;42.13
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2011;32.12
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2010;18.44
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2009;16.01
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2008;15.02
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2007;7.13
Ambos sexos;17 Rioja. La;Extranjera: Unión Europea;2006;12.42
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2021;24.53
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2020;21.72
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2019;24.9
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2018;21.32
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2017;29.33
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2016;28.99
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2015;36.3
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2014;37.17
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2013;34.77
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2012;38.13
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2011;37.49
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2010;34.65
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2009;37.4
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2008;20.62
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2007;14.07
Ambos sexos;17 Rioja. La;Extranjera: No pertenecientes a la Unión Europea;2006;13.11
Ambos sexos;18 Ceuta;Total;2021;26.65
Ambos sexos;18 Ceuta;Total;2020;24.53
Ambos sexos;18 Ceuta;Total;2019;25.84
Ambos sexos;18 Ceuta;Total;2018;29.01
Ambos sexos;18 Ceuta;Total;2017;22.45
Ambos sexos;18 Ceuta;Total;2016;24.92
Ambos sexos;18 Ceuta;Total;2015;27.63
Ambos sexos;18 Ceuta;Total;2014;31.85
Ambos sexos;18 Ceuta;Total;2013;34.84
Ambos sexos;18 Ceuta;Total;2012;37.02
Ambos sexos;18 Ceuta;Total;2011;27.71
Ambos sexos;18 Ceuta;Total;2010;23.92
Ambos sexos;18 Ceuta;Total;2009;18.55
Ambos sexos;18 Ceuta;Total;2008;17.43
Ambos sexos;18 Ceuta;Total;2007;20.99
Ambos sexos;18 Ceuta;Total;2006;21.49
Ambos sexos;18 Ceuta;Española;2021;24.75
Ambos sexos;18 Ceuta;Española;2020;23.52
Ambos sexos;18 Ceuta;Española;2019;24.56
Ambos sexos;18 Ceuta;Española;2018;26.45
Ambos sexos;18 Ceuta;Española;2017;21.11
Ambos sexos;18 Ceuta;Española;2016;23.61
Ambos sexos;18 Ceuta;Española;2015;26.36
Ambos sexos;18 Ceuta;Española;2014;30
Ambos sexos;18 Ceuta;Española;2013;34.63
Ambos sexos;18 Ceuta;Española;2012;35.2
Ambos sexos;18 Ceuta;Española;2011;25.84
Ambos sexos;18 Ceuta;Española;2010;21.86
Ambos sexos;18 Ceuta;Española;2009;16.78
Ambos sexos;18 Ceuta;Española;2008;16.35
Ambos sexos;18 Ceuta;Española;2007;19.72
Ambos sexos;18 Ceuta;Española;2006;20.55
Ambos sexos;18 Ceuta;Extranjera: Total;2021;61.3
Ambos sexos;18 Ceuta;Extranjera: Total;2020;41.63
Ambos sexos;18 Ceuta;Extranjera: Total;2019;63.8
Ambos sexos;18 Ceuta;Extranjera: Total;2018;73.07
Ambos sexos;18 Ceuta;Extranjera: Total;2017;38.82
Ambos sexos;18 Ceuta;Extranjera: Total;2016;39.4
Ambos sexos;18 Ceuta;Extranjera: Total;2015;47.13
Ambos sexos;18 Ceuta;Extranjera: Total;2014;66.4
Ambos sexos;18 Ceuta;Extranjera: Total;2013;40.45
Ambos sexos;18 Ceuta;Extranjera: Total;2012;59.18
Ambos sexos;18 Ceuta;Extranjera: Total;2011;46.13
Ambos sexos;18 Ceuta;Extranjera: Total;2010;47.59
Ambos sexos;18 Ceuta;Extranjera: Total;2009;52
Ambos sexos;18 Ceuta;Extranjera: Total;2008;35.98
Ambos sexos;18 Ceuta;Extranjera: Total;2007;40.23
Ambos sexos;18 Ceuta;Extranjera: Total;2006;36.4
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2021;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2020;27.17
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2019;100
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2018;100
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2017;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2016;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2015;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2014;48.02
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2013;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2012;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2011;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2010;100
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2009;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2008;100
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2007;..
Ambos sexos;18 Ceuta;Extranjera: Unión Europea;2006;..
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2021;64.02
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2020;43.43
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2019;59.18
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2018;71.96
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2017;44.67
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2016;44.58
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2015;47.98
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2014;69.37
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2013;40.45
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2012;59.18
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2011;46.13
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2010;45.31
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2009;52
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2008;34.43
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2007;43.28
Ambos sexos;18 Ceuta;Extranjera: No pertenecientes a la Unión Europea;2006;36.4
Ambos sexos;19 Melilla;Total;2021;19.81
Ambos sexos;19 Melilla;Total;2020;23.62
Ambos sexos;19 Melilla;Total;2019;26.95
Ambos sexos;19 Melilla;Total;2018;25.76
Ambos sexos;19 Melilla;Total;2017;27.59
Ambos sexos;19 Melilla;Total;2016;30.75
Ambos sexos;19 Melilla;Total;2015;33.96
Ambos sexos;19 Melilla;Total;2014;28.39
Ambos sexos;19 Melilla;Total;2013;32.52
Ambos sexos;19 Melilla;Total;2012;26.92
Ambos sexos;19 Melilla;Total;2011;22.39
Ambos sexos;19 Melilla;Total;2010;22.78
Ambos sexos;19 Melilla;Total;2009;23.49
Ambos sexos;19 Melilla;Total;2008;19.99
Ambos sexos;19 Melilla;Total;2007;18.21
Ambos sexos;19 Melilla;Total;2006;13.59
Ambos sexos;19 Melilla;Española;2021;18.02
Ambos sexos;19 Melilla;Española;2020;20.87
Ambos sexos;19 Melilla;Española;2019;24.82
Ambos sexos;19 Melilla;Española;2018;23.72
Ambos sexos;19 Melilla;Española;2017;26.36
Ambos sexos;19 Melilla;Española;2016;28.38
Ambos sexos;19 Melilla;Española;2015;32.21
Ambos sexos;19 Melilla;Española;2014;26.25
Ambos sexos;19 Melilla;Española;2013;28.73
Ambos sexos;19 Melilla;Española;2012;24.17
Ambos sexos;19 Melilla;Española;2011;20.56
Ambos sexos;19 Melilla;Española;2010;20.04
Ambos sexos;19 Melilla;Española;2009;19.34
Ambos sexos;19 Melilla;Española;2008;18.58
Ambos sexos;19 Melilla;Española;2007;17.56
Ambos sexos;19 Melilla;Española;2006;13.66
Ambos sexos;19 Melilla;Extranjera: Total;2021;35.39
Ambos sexos;19 Melilla;Extranjera: Total;2020;48.01
Ambos sexos;19 Melilla;Extranjera: Total;2019;42.67
Ambos sexos;19 Melilla;Extranjera: Total;2018;42.1
Ambos sexos;19 Melilla;Extranjera: Total;2017;37.31
Ambos sexos;19 Melilla;Extranjera: Total;2016;54.74
Ambos sexos;19 Melilla;Extranjera: Total;2015;53.03
Ambos sexos;19 Melilla;Extranjera: Total;2014;43.43
Ambos sexos;19 Melilla;Extranjera: Total;2013;54.47
Ambos sexos;19 Melilla;Extranjera: Total;2012;46.22
Ambos sexos;19 Melilla;Extranjera: Total;2011;38.05
Ambos sexos;19 Melilla;Extranjera: Total;2010;48.42
Ambos sexos;19 Melilla;Extranjera: Total;2009;58.37
Ambos sexos;19 Melilla;Extranjera: Total;2008;36.29
Ambos sexos;19 Melilla;Extranjera: Total;2007;39.66
Ambos sexos;19 Melilla;Extranjera: Total;2006;12.33
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2021;15.61
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2020;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2019;30.15
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2018;100
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2017;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2016;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2015;100
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2014;10.07
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2013;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2012;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2011;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2010;50
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2009;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2008;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2007;..
Ambos sexos;19 Melilla;Extranjera: Unión Europea;2006;..
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2021;35.94
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2020;48.72
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2019;42.95
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2018;40.54
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2017;37.31
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2016;54.74
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2015;51.7
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2014;46.13
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2013;56.99
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2012;47.21
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2011;43.21
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2010;48.34
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2009;58.37
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2008;36.29
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2007;39.66
Ambos sexos;19 Melilla;Extranjera: No pertenecientes a la Unión Europea;2006;12.33
Hombres;Total Nacional;Total;2021;13.05
Hombres;Total Nacional;Total;2020;13.87
Hombres;Total Nacional;Total;2019;12.45
Hombres;Total Nacional;Total;2018;13.72
Hombres;Total Nacional;Total;2017;15.66
Hombres;Total Nacional;Total;2016;18.12
Hombres;Total Nacional;Total;2015;20.77
Hombres;Total Nacional;Total;2014;23.6
Hombres;Total Nacional;Total;2013;25.6
Hombres;Total Nacional;Total;2012;24.58
Hombres;Total Nacional;Total;2011;21.04
Hombres;Total Nacional;Total;2010;19.57
Hombres;Total Nacional;Total;2009;17.64
Hombres;Total Nacional;Total;2008;10.05
Hombres;Total Nacional;Total;2007;6.41
Hombres;Total Nacional;Total;2006;6.35
Hombres;Total Nacional;Española;2021;12.05
Hombres;Total Nacional;Española;2020;12.75
Hombres;Total Nacional;Española;2019;11.62
Hombres;Total Nacional;Española;2018;12.8
Hombres;Total Nacional;Española;2017;14.76
Hombres;Total Nacional;Española;2016;17.19
Hombres;Total Nacional;Española;2015;19.51
Hombres;Total Nacional;Española;2014;22
Hombres;Total Nacional;Española;2013;23.7
Hombres;Total Nacional;Española;2012;22.44
Hombres;Total Nacional;Española;2011;18.86
Hombres;Total Nacional;Española;2010;17.39
Hombres;Total Nacional;Española;2009;15.22
Hombres;Total Nacional;Española;2008;8.82
Hombres;Total Nacional;Española;2007;5.78
Hombres;Total Nacional;Española;2006;5.93
Hombres;Total Nacional;Extranjera: Total;2021;19.71
Hombres;Total Nacional;Extranjera: Total;2020;21.25
Hombres;Total Nacional;Extranjera: Total;2019;18.04
Hombres;Total Nacional;Extranjera: Total;2018;20.38
Hombres;Total Nacional;Extranjera: Total;2017;22.38
Hombres;Total Nacional;Extranjera: Total;2016;25.2
Hombres;Total Nacional;Extranjera: Total;2015;30.4
Hombres;Total Nacional;Extranjera: Total;2014;35.37
Hombres;Total Nacional;Extranjera: Total;2013;38.7
Hombres;Total Nacional;Extranjera: Total;2012;38.24
Hombres;Total Nacional;Extranjera: Total;2011;34.52
Hombres;Total Nacional;Extranjera: Total;2010;32.38
Hombres;Total Nacional;Extranjera: Total;2009;31.35
Hombres;Total Nacional;Extranjera: Total;2008;17.28
Hombres;Total Nacional;Extranjera: Total;2007;10.52
Hombres;Total Nacional;Extranjera: Total;2006;9.36
Hombres;Total Nacional;Extranjera: Unión Europea;2021;14.78
Hombres;Total Nacional;Extranjera: Unión Europea;2020;17.04
Hombres;Total Nacional;Extranjera: Unión Europea;2019;12.88
Hombres;Total Nacional;Extranjera: Unión Europea;2018;15.57
Hombres;Total Nacional;Extranjera: Unión Europea;2017;18.1
Hombres;Total Nacional;Extranjera: Unión Europea;2016;20.57
Hombres;Total Nacional;Extranjera: Unión Europea;2015;23.2
Hombres;Total Nacional;Extranjera: Unión Europea;2014;29.15
Hombres;Total Nacional;Extranjera: Unión Europea;2013;30.55
Hombres;Total Nacional;Extranjera: Unión Europea;2012;30.66
Hombres;Total Nacional;Extranjera: Unión Europea;2011;28.1
Hombres;Total Nacional;Extranjera: Unión Europea;2010;26.9
Hombres;Total Nacional;Extranjera: Unión Europea;2009;25.45
Hombres;Total Nacional;Extranjera: Unión Europea;2008;13.73
Hombres;Total Nacional;Extranjera: Unión Europea;2007;9.5
Hombres;Total Nacional;Extranjera: Unión Europea;2006;7.81
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2021;21.83
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2020;23.3
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2019;20.97
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2018;23.19
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2017;24.91
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2016;27.83
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2015;34.28
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2014;39.01
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2013;42.85
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2012;41.67
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2011;37.19
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2010;34.82
Hombres;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2009;33.83
